id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
113,Italia,Lombardia,Maschio,50,Nord Ovest,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,2-3 volte al mese,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Molto diminuito,Un po’ diminuito,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Uguale,45-54,Salutisti
114,Italia,Lombardia,Maschio,42,Nord Ovest,Principalmente io e occasionalmente altri,Nessuno di questi,1 volta a settimana,Tutti i giorni o quasi,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,2-3 volte a settimana,Un po’ aumentato,Un po’ aumentato,Molto diminuito,Molto aumentato,Molto aumentato,Un po’ diminuito,Molto aumentato,35-44,Nessuno di questi
115,Italia,Lombardia,Maschio,61,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,2-3 volte al mese,Tutti i giorni o quasi,Tutti i giorni o quasi,Più raramente,1 volta a settimana,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,55-64,Territorialisti
116,Italia,Lazio,Femmina,68,Centro,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Mai,2-3 volte al mese,2-3 volte al mese,Mai,2-3 volte al mese,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salutisti
117,Italia,Lombardia,Maschio,68,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,Mai,Tutti i giorni o quasi,Più raramente,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
119,Italia,Lazio,Femmina,66,Centro,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Uguale,65-70,Salubristi
120,Italia,Lombardia,Femmina,67,Nord Ovest,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta a settimana,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Sregolati
121,Italia,Piemonte,Femmina,66,Nord Ovest,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Mai,Più raramente,2-3 volte a settimana,Più raramente,Mai,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
122,Italia,Lombardia,Femmina,58,Nord Ovest,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,4-5 volte all’anno,2-3 volte al mese,4-5 volte all’anno,2-3 volte a settimana,2-3 volte al mese,4-5 volte all’anno,Un po’ diminuito,Molto diminuito,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Molto diminuito,55-64,Industriariani
123,Italia,Veneto,Maschio,70,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Uguale,Molto diminuito,Uguale,Molto diminuito,Uguale,Uguale,Un po’ diminuito,65-70,Territorialisti
124,Italia,Sicilia,Maschio,67,Sud e Isole,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Mai,Più raramente,1 volta a settimana,2-3 volte a settimana,1 volta al mese,4-5 volte all’anno,2-3 volte a settimana,Molto diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
125,Italia,Liguria,Femmina,58,Nord Ovest,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,Più raramente,2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Molto aumentato,Un po’ diminuito,55-64,Localivori
126,Italia,Piemonte,Femmina,66,Nord Ovest,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,1 volta al mese,2-3 volte a settimana,1 volta al mese,2-3 volte a settimana,Un po’ diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Uguale,Uguale,Un po’ diminuito,65-70,Industriariani
127,Italia,Basilicata,Femmina,70,Sud e Isole,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,Mai,Molto diminuito,Molto diminuito,Un po’ aumentato,Molto diminuito,Un po’ aumentato,Molto diminuito,Molto diminuito,65-70,Salutisti
128,Italia,Toscana,Maschio,66,Centro,Principalmente io e occasionalmente altri,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,4-5 volte all’anno,1 volta al mese,Mai,Mai,Mai,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Molto diminuito,Molto diminuito,Uguale,65-70,Industriariani
129,Italia,Lazio,Maschio,56,Centro,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,55-64,Territorialisti
130,Italia,Lombardia,Femmina,66,Nord Ovest,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Più raramente,Più raramente,1 volta al mese,Mai,2-3 volte al mese,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salubristi
131,Italia,Puglia,Maschio,69,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta al mese,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
132,Italia,Campania,Maschio,66,Sud e Isole,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
133,Italia,Veneto,Maschio,67,Nord Est,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,2-3 volte al mese,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
134,Italia,Sicilia,Maschio,65,Sud e Isole,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,1 volta a settimana,4-5 volte all’anno,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,65-70,Salutisti
135,Italia,Sicilia,Maschio,56,Sud e Isole,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,55-64,Territorialisti
136,Italia,Basilicata,Maschio,65,Sud e Isole,Io e qualcun altro in egual misura,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",4-5 volte all’anno,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ diminuito,65-70,Localivori
137,Italia,Friuli Venezia Giulia,Femmina,66,Nord Est,Principalmente io e occasionalmente altri,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,Mai,2-3 volte a settimana,1 volta a settimana,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Molto diminuito,Uguale,Uguale,Uguale,65-70,Salubristi
138,Italia,Friuli Venezia Giulia,Femmina,65,Nord Est,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salutisti
139,Italia,Lombardia,Femmina,30,Nord Ovest,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Un po’ aumentato,Uguale,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Uguale,25-34,Salutisti
141,Italia,Veneto,Maschio,66,Nord Est,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,1 volta al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,65-70,Salubristi
142,Italia,Marche,Femmina,67,Centro,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Più raramente,2-3 volte al mese,2-3 volte al mese,Più raramente,1 volta al mese,1 volta al mese,2-3 volte al mese,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Molto diminuito,Uguale,Un po’ aumentato,Uguale,65-70,Salubristi
143,Italia,Puglia,Maschio,66,Sud e Isole,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
144,Italia,Campania,Maschio,69,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,65-70,Territorialisti
145,Italia,Piemonte,Femmina,70,Nord Ovest,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salubristi
146,Italia,Lombardia,Maschio,70,Nord Ovest,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,Tutti i giorni o quasi,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Molto aumentato,Un po’ diminuito,65-70,Localivori
148,Italia,Toscana,Maschio,65,Centro,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,1 volta al mese,Mai,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salubristi
149,Italia,Emilia Romagna,Femmina,65,Nord Est,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Un po’ diminuito,65-70,Sregolati
150,Italia,Veneto,Maschio,67,Nord Est,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,4-5 volte all’anno,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Uguale,Uguale,65-70,Territorialisti
151,Italia,Toscana,Maschio,66,Centro,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,Più raramente,2-3 volte a settimana,Più raramente,2-3 volte al mese,Tutti i giorni o quasi,2-3 volte al mese,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Un po’ aumentato,Uguale,65-70,Territorialisti
152,Italia,Emilia Romagna,Femmina,69,Nord Est,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta a settimana,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta al mese,2-3 volte al mese,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,65-70,Industriariani
153,Italia,Lombardia,Maschio,65,Nord Ovest,Io e qualcun altro in egual misura,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta al mese,Più raramente,1 volta a settimana,4-5 volte all’anno,Tutti i giorni o quasi,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,65-70,Essenzialisti
154,Italia,Lazio,Maschio,70,Centro,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,65-70,Territorialisti
156,Italia,Lombardia,Maschio,67,Nord Ovest,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",1 volta al mese,4-5 volte all’anno,1 volta a settimana,2-3 volte al mese,1 volta al mese,4-5 volte all’anno,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Industriariani
157,Italia,Lazio,Maschio,70,Centro,Solo io,Nessuno di questi,4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Nessuno di questi
158,Italia,Lombardia,Femmina,67,Nord Ovest,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,Mai,1 volta al mese,1 volta al mese,4-5 volte all’anno,Un po’ diminuito,Uguale,Un po’ diminuito,Molto diminuito,Uguale,Un po’ aumentato,Molto diminuito,65-70,Salubristi
160,Italia,Lombardia,Maschio,66,Nord Ovest,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
161,Italia,Sicilia,Femmina,69,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",4-5 volte all’anno,1 volta al mese,2-3 volte al mese,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Territorialisti
162,Italia,Emilia Romagna,Femmina,70,Nord Est,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,Salutisti
